date,IO,trafic
20190722,입구,"1,485,196"
20190722,출구,"1,481,516"
20190722,합계,"2,966,712"
20190723,입구,"1,481,081"
20190723,출구,"1,500,288"
20190723,합계,"2,981,369"
20190724,입구,"1,458,229"
20190724,출구,"1,479,298"
20190724,합계,"2,937,527"
20190725,입구,"1,403,309"
20190725,출구,"1,426,340"
20190725,합계,"2,829,649"
20190726,입구,"1,408,355"
20190726,출구,"1,406,841"
20190726,합계,"2,815,196"
20190727,입구,"1,349,278"
20190727,출구,"1,310,840"
20190727,합계,"2,660,118"
20190728,입구,"1,069,059"
20190728,출구,"1,095,833"
20190728,합계,"2,164,892"
20190729,입구,"1,516,617"
20190729,출구,"1,514,245"
20190729,합계,"3,030,862"
20190730,입구,"1,506,289"
20190730,출구,"1,528,732"
20190730,합계,"3,035,021"
20190731,입구,"1,443,331"
20190731,출구,"1,438,158"
20190731,합계,"2,881,489"
20190801,입구,"1,482,244"
20190801,출구,"1,454,135"
20190801,합계,"2,936,379"
20190802,입구,"1,533,568"
20190802,출구,"1,509,329"
20190802,합계,"3,042,897"
20190803,입구,"1,361,187"
20190803,출구,"1,383,052"
20190803,합계,"2,744,239"
20190804,입구,"1,158,301"
20190804,출구,"1,235,601"
20190804,합계,"2,393,902"
20190805,입구,"1,453,245"
20190805,출구,"1,478,928"
20190805,합계,"2,932,173"
20190806,입구,"1,450,537"
20190806,출구,"1,493,165"
20190806,합계,"2,943,702"
20190807,입구,"1,388,609"
20190807,출구,"1,416,125"
20190807,합계,"2,804,734"
20190808,입구,"1,482,748"
20190808,출구,"1,495,421"
20190808,합계,"2,978,169"
20190809,입구,"1,541,990"
20190809,출구,"1,546,060"
20190809,합계,"3,088,050"
20190810,입구,"1,400,935"
20190810,출구,"1,395,602"
20190810,합계,"2,796,537"
20190811,입구,"1,136,870"
20190811,출구,"1,185,331"
20190811,합계,"2,322,201"
20190812,입구,"1,379,656"
20190812,출구,"1,388,100"
20190812,합계,"2,767,756"
20190813,입구,"1,489,668"
20190813,출구,"1,513,727"
20190813,합계,"3,003,395"
20190814,입구,"1,571,627"
20190814,출구,"1,587,168"
20190814,합계,"3,158,795"
20190815,입구,"1,196,706"
20190815,출구,"1,187,989"
20190815,합계,"2,384,695"
20190816,입구,"1,518,720"
20190816,출구,"1,504,481"
20190816,합계,"3,023,201"
20190817,입구,"1,350,952"
20190817,출구,"1,369,525"
20190817,합계,"2,720,477"
20190818,입구,"1,155,197"
20190818,출구,"1,218,899"
20190818,합계,"2,374,096"
20190819,입구,"1,499,512"
20190819,출구,"1,506,631"
20190819,합계,"3,006,143"
20190820,입구,"1,496,774"
20190820,출구,"1,521,129"
20190820,합계,"3,017,903"
20190821,입구,"1,485,949"
20190821,출구,"1,516,804"
20190821,합계,"3,002,753"
20190822,입구,"1,496,375"
20190822,출구,"1,512,958"
20190822,합계,"3,009,333"
20190823,입구,"1,587,459"
20190823,출구,"1,589,745"
20190823,합계,"3,177,204"
20190824,입구,"1,480,276"
20190824,출구,"1,466,808"
20190824,합계,"2,947,084"
20190825,입구,"1,233,519"
20190825,출구,"1,286,956"
20190825,합계,"2,520,475"
20190826,입구,"1,524,329"
20190826,출구,"1,513,601"
20190826,합계,"3,037,930"
20190827,입구,"1,470,021"
20190827,출구,"1,502,129"
20190827,합계,"2,972,150"
20190828,입구,"1,499,934"
20190828,출구,"1,521,365"
20190828,합계,"3,021,299"
20190829,입구,"1,476,352"
20190829,출구,"1,499,142"
20190829,합계,"2,975,494"
20190830,입구,"1,605,027"
20190830,출구,"1,594,376"
20190830,합계,"3,199,403"
20190831,입구,"1,526,746"
20190831,출구,"1,521,212"
20190831,합계,"3,047,958"
20190901,입구,"1,278,374"
20190901,출구,"1,329,234"
20190901,합계,"2,607,608"
20190902,입구,"1,507,581"
20190902,출구,"1,521,126"
20190902,합계,"3,028,707"
20190903,입구,"1,508,623"
20190903,출구,"1,542,307"
20190903,합계,"3,050,930"
20190904,입구,"1,396,814"
20190904,출구,"1,410,087"
20190904,합계,"2,806,901"
20190905,입구,"1,414,585"
20190905,출구,"1,416,558"
20190905,합계,"2,831,143"
20190906,입구,"1,528,427"
20190906,출구,"1,566,168"
20190906,합계,"3,094,595"
20190907,입구,"941,624"
20190907,출구,"959,483"
20190907,합계,"1,901,107"
20190908,입구,"1,169,445"
20190908,출구,"1,165,304"
20190908,합계,"2,334,749"
20190909,입구,"1,536,972"
20190909,출구,"1,542,656"
20190909,합계,"3,079,628"
20190910,입구,"1,486,125"
20190910,출구,"1,495,488"
20190910,합계,"2,981,613"
20190911,입구,"1,606,888"
20190911,출구,"1,497,598"
20190911,합계,"3,104,486"
20190912,입구,"1,404,786"
20190912,출구,"1,250,205"
20190912,합계,"2,654,991"
20190913,입구,"1,491,021"
20190913,출구,"1,502,611"
20190913,합계,"2,993,632"
20190914,입구,"1,163,062"
20190914,출구,"1,398,367"
20190914,합계,"2,561,429"
20190915,입구,"1,033,412"
20190915,출구,"1,226,440"
20190915,합계,"2,259,852"
20190916,입구,"1,441,822"
20190916,출구,"1,458,444"
20190916,합계,"2,900,266"
20190917,입구,"1,478,207"
20190917,출구,"1,500,606"
20190917,합계,"2,978,813"
20190918,입구,"1,487,798"
20190918,출구,"1,516,458"
20190918,합계,"3,004,256"
20190919,입구,"1,496,061"
20190919,출구,"1,521,991"
20190919,합계,"3,018,052"
20190920,입구,"1,577,532"
20190920,출구,"1,600,802"
20190920,합계,"3,178,334"
20190921,입구,"1,422,563"
20190921,출구,"1,437,346"
20190921,합계,"2,859,909"
20190922,입구,"994,685"
20190922,출구,"1,013,534"
20190922,합계,"2,008,219"
20190923,입구,"1,499,734"
20190923,출구,"1,479,645"
20190923,합계,"2,979,379"
20190924,입구,"1,508,893"
20190924,출구,"1,522,963"
20190924,합계,"3,031,856"
20190925,입구,"1,502,802"
20190925,출구,"1,525,994"
20190925,합계,"3,028,796"
20190926,입구,"1,505,613"
20190926,출구,"1,533,009"
20190926,합계,"3,038,622"
20190927,입구,"1,586,677"
20190927,출구,"1,605,174"
20190927,합계,"3,191,851"
20190928,입구,"1,495,792"
20190928,출구,"1,486,650"
20190928,합계,"2,982,442"
20190929,입구,"1,224,998"
20190929,출구,"1,269,698"
20190929,합계,"2,494,696"
20190930,입구,"1,509,298"
20190930,출구,"1,514,770"
20190930,합계,"3,024,068"
20191001,입구,"1,491,493"
20191001,출구,"1,525,034"
20191001,합계,"3,016,527"
20191002,입구,"1,470,445"
20191002,출구,"1,506,576"
20191002,합계,"2,977,021"
20191003,입구,"1,186,552"
20191003,출구,"1,156,117"
20191003,합계,"2,342,669"
20191004,입구,"1,578,142"
20191004,출구,"1,553,377"
20191004,합계,"3,131,519"
20191005,입구,"1,431,094"
20191005,출구,"1,446,884"
20191005,합계,"2,877,978"
20191006,입구,"1,208,471"
20191006,출구,"1,255,768"
20191006,합계,"2,464,239"
20191007,입구,"1,394,954"
20191007,출구,"1,401,915"
20191007,합계,"2,796,869"
20191008,입구,"1,568,344"
20191008,출구,"1,580,056"
20191008,합계,"3,148,400"
20191009,입구,"1,288,819"
20191009,출구,"1,299,953"
20191009,합계,"2,588,772"
20191010,입구,"1,514,987"
20191010,출구,"1,525,224"
20191010,합계,"3,040,211"
20191011,입구,"1,584,287"
20191011,출구,"1,597,625"
20191011,합계,"3,181,912"
20191012,입구,"1,486,324"
20191012,출구,"1,471,554"
20191012,합계,"2,957,878"
20191013,입구,"1,223,741"
20191013,출구,"1,266,446"
20191013,합계,"2,490,187"
20191014,입구,"1,516,124"
20191014,출구,"1,512,225"
20191014,합계,"3,028,349"
20191015,입구,"1,491,414"
20191015,출구,"1,508,692"
20191015,합계,"3,000,106"
20191016,입구,"1,494,907"
20191016,출구,"1,516,469"
20191016,합계,"3,011,376"
20191017,입구,"1,500,740"
20191017,출구,"1,524,542"
20191017,합계,"3,025,282"
20191018,입구,"1,588,916"
20191018,출구,"1,591,623"
20191018,합계,"3,180,539"
20191019,입구,"1,493,484"
20191019,출구,"1,480,450"
20191019,합계,"2,973,934"
20191020,입구,"1,235,765"
20191020,출구,"1,285,341"
20191020,합계,"2,521,106"
20191021,입구,"1,503,029"
20191021,출구,"1,507,938"
20191021,합계,"3,010,967"
20191022,입구,"1,483,089"
20191022,출구,"1,507,642"
20191022,합계,"2,990,731"
20191023,입구,"1,481,998"
20191023,출구,"1,508,901"
20191023,합계,"2,990,899"
20191024,입구,"1,484,421"
20191024,출구,"1,517,582"
20191024,합계,"3,002,003"
20191025,입구,"1,576,982"
20191025,출구,"1,587,603"
20191025,합계,"3,164,585"
20191026,입구,"1,499,968"
20191026,출구,"1,483,298"
20191026,합계,"2,983,266"
20191027,입구,"1,257,064"
20191027,출구,"1,305,765"
20191027,합계,"2,562,829"
20191028,입구,"1,501,406"
20191028,출구,"1,508,509"
20191028,합계,"3,009,915"
20191029,입구,"1,486,104"
20191029,출구,"1,504,245"
20191029,합계,"2,990,349"
20191030,입구,"1,489,301"
20191030,출구,"1,513,277"
20191030,합계,"3,002,578"
20191031,입구,"1,480,318"
20191031,출구,"1,507,107"
20191031,합계,"2,987,425"
20191101,입구,"1,568,867"
20191101,출구,"1,570,346"
20191101,합계,"3,139,213"
20191102,입구,"1,471,552"
20191102,출구,"1,463,532"
20191102,합계,"2,935,084"
20191103,입구,"1,239,902"
20191103,출구,"1,295,864"
20191103,합계,"2,535,766"
20191104,입구,"1,496,256"
20191104,출구,"1,495,498"
20191104,합계,"2,991,754"
20191105,입구,"1,483,928"
20191105,출구,"1,501,776"
20191105,합계,"2,985,704"
20191106,입구,"1,493,518"
20191106,출구,"1,511,063"
20191106,합계,"3,004,581"
20191107,입구,"1,492,387"
20191107,출구,"1,517,751"
20191107,합계,"3,010,138"
20191108,입구,"1,577,705"
20191108,출구,"1,580,187"
20191108,합계,"3,157,892"
20191109,입구,"1,479,778"
20191109,출구,"1,467,392"
20191109,합계,"2,947,170"
20191110,입구,"1,223,441"
20191110,출구,"1,275,496"
20191110,합계,"2,498,937"
20191111,입구,"1,483,384"
20191111,출구,"1,489,802"
20191111,합계,"2,973,186"
20191112,입구,"1,489,373"
20191112,출구,"1,508,839"
20191112,합계,"2,998,212"
20191113,입구,"1,433,602"
20191113,출구,"1,455,506"
20191113,합계,"2,889,108"
20191114,입구,"1,473,370"
20191114,출구,"1,494,362"
20191114,합계,"2,967,732"
20191115,입구,"1,501,918"
20191115,출구,"1,503,325"
20191115,합계,"3,005,243"
20191116,입구,"1,474,111"
20191116,출구,"1,462,130"
20191116,합계,"2,936,241"
20191117,입구,"1,138,083"
20191117,출구,"1,187,440"
20191117,합계,"2,325,523"
20191118,입구,"1,476,115"
20191118,출구,"1,478,359"
20191118,합계,"2,954,474"
20191119,입구,"1,471,862"
20191119,출구,"1,491,642"
20191119,합계,"2,963,504"
20191120,입구,"1,470,119"
20191120,출구,"1,490,617"
20191120,합계,"2,960,736"
20191121,입구,"1,479,745"
20191121,출구,"1,497,055"
20191121,합계,"2,976,800"
20191122,입구,"1,579,762"
20191122,출구,"1,573,345"
20191122,합계,"3,153,107"
20191123,입구,"1,488,533"
20191123,출구,"1,483,258"
20191123,합계,"2,971,791"
20191124,입구,"1,174,132"
20191124,출구,"1,232,625"
20191124,합계,"2,406,757"
20191125,입구,"1,481,460"
20191125,출구,"1,480,707"
20191125,합계,"2,962,167"
20191126,입구,"1,475,189"
20191126,출구,"1,488,919"
20191126,합계,"2,964,108"
20191127,입구,"1,477,665"
20191127,출구,"1,495,562"
20191127,합계,"2,973,227"
20191128,입구,"1,479,584"
20191128,출구,"1,501,697"
20191128,합계,"2,981,281"
20191129,입구,"1,556,452"
20191129,출구,"1,554,502"
20191129,합계,"3,110,954"
20191130,입구,"1,441,980"
20191130,출구,"1,434,450"
20191130,합계,"2,876,430"
20191201,입구,"1,084,031"
20191201,출구,"1,137,670"
20191201,합계,"2,221,701"
20191202,입구,"1,435,866"
20191202,출구,"1,433,386"
20191202,합계,"2,869,252"
20191203,입구,"1,400,301"
20191203,출구,"1,420,308"
20191203,합계,"2,820,609"
20191204,입구,"1,425,527"
20191204,출구,"1,443,984"
20191204,합계,"2,869,511"
20191205,입구,"1,442,906"
20191205,출구,"1,465,072"
20191205,합계,"2,907,978"
20191206,입구,"1,495,853"
20191206,출구,"1,514,191"
20191206,합계,"3,010,044"
20191207,입구,"1,362,408"
20191207,출구,"1,351,158"
20191207,합계,"2,713,566"
20191208,입구,"1,116,452"
20191208,출구,"1,156,741"
20191208,합계,"2,273,193"
20191209,입구,"1,439,150"
20191209,출구,"1,441,340"
20191209,합계,"2,880,490"
20191210,입구,"1,418,466"
20191210,출구,"1,438,419"
20191210,합계,"2,856,885"
20191211,입구,"1,422,012"
20191211,출구,"1,447,294"
20191211,합계,"2,869,306"
20191212,입구,"1,455,145"
20191212,출구,"1,476,504"
20191212,합계,"2,931,649"
20191213,입구,"1,519,484"
20191213,출구,"1,546,553"
20191213,합계,"3,066,037"
20191214,입구,"1,393,242"
20191214,출구,"1,390,163"
20191214,합계,"2,783,405"
20191215,입구,"1,146,779"
20191215,출구,"1,174,410"
20191215,합계,"2,321,189"
20191216,입구,"1,452,701"
20191216,출구,"1,460,142"
20191216,합계,"2,912,843"
20191217,입구,"1,385,784"
20191217,출구,"1,398,410"
20191217,합계,"2,784,194"
20191218,입구,"1,434,716"
20191218,출구,"1,459,727"
20191218,합계,"2,894,443"
20191219,입구,"1,458,641"
20191219,출구,"1,483,361"
20191219,합계,"2,942,002"
20191220,입구,"1,527,243"
20191220,출구,"1,551,797"
20191220,합계,"3,079,040"
20191221,입구,"1,348,906"
20191221,출구,"1,351,578"
20191221,합계,"2,700,484"
20191222,입구,"1,113,749"
20191222,출구,"1,140,205"
20191222,합계,"2,253,954"
20191223,입구,"1,446,463"
20191223,출구,"1,445,490"
20191223,합계,"2,891,953"
20191224,입구,"1,482,316"
20191224,출구,"1,513,718"
20191224,합계,"2,996,034"
20191225,입구,"1,058,853"
20191225,출구,"1,055,496"
20191225,합계,"2,114,349"
20191226,입구,"1,426,749"
20191226,출구,"1,421,935"
20191226,합계,"2,848,684"
20191227,입구,"1,491,013"
20191227,출구,"1,485,650"
20191227,합계,"2,976,663"
20191228,입구,"1,318,675"
20191228,출구,"1,315,537"
20191228,합계,"2,634,212"
20191229,입구,"1,055,577"
20191229,출구,"1,073,045"
20191229,합계,"2,128,622"
20191230,입구,"1,413,463"
20191230,출구,"1,418,282"
20191230,합계,"2,831,745"
20191231,입구,"1,402,030"
20191231,출구,"1,400,448"
20191231,합계,"2,802,478"
20200101,입구,"1,009,860"
20200101,출구,"1,028,111"
20200101,합계,"2,037,971"
20200102,입구,"1,373,411"
20200102,출구,"1,364,927"
20200102,합계,"2,738,338"
20200103,입구,"1,452,759"
20200103,출구,"1,467,797"
20200103,합계,"2,920,556"
20200104,입구,"1,260,372"
20200104,출구,"1,256,010"
20200104,합계,"2,516,382"
20200105,입구,"1,012,921"
20200105,출구,"1,039,501"
20200105,합계,"2,052,422"
20200106,입구,"1,381,519"
20200106,출구,"1,384,394"
20200106,합계,"2,765,913"
20200107,입구,"1,279,874"
20200107,출구,"1,296,691"
20200107,합계,"2,576,565"
20200108,입구,"1,344,514"
20200108,출구,"1,359,404"
20200108,합계,"2,703,918"
20200109,입구,"1,407,281"
20200109,출구,"1,383,055"
20200109,합계,"2,790,336"
20200110,입구,"1,479,077"
20200110,출구,"1,486,849"
20200110,합계,"2,965,926"
20200111,입구,"1,316,844"
20200111,출구,"1,314,899"
20200111,합계,"2,631,743"
20200112,입구,"1,060,904"
20200112,출구,"1,079,681"
20200112,합계,"2,140,585"
20200113,입구,"1,427,264"
20200113,출구,"1,414,892"
20200113,합계,"2,842,156"
20200114,입구,"1,425,814"
20200114,출구,"1,437,882"
20200114,합계,"2,863,696"
20200115,입구,"1,417,495"
20200115,출구,"1,441,257"
20200115,합계,"2,858,752"
20200116,입구,"1,436,978"
20200116,출구,"1,457,995"
20200116,합계,"2,894,973"
20200117,입구,"1,509,348"
20200117,출구,"1,534,039"
20200117,합계,"3,043,387"
20200118,입구,"1,329,405"
20200118,출구,"1,329,117"
20200118,합계,"2,658,522"
20200119,입구,"1,049,587"
20200119,출구,"1,065,007"
20200119,합계,"2,114,594"
20200120,입구,"1,472,085"
20200120,출구,"1,473,436"
20200120,합계,"2,945,521"
20200121,입구,"1,483,173"
20200121,출구,"1,500,063"
20200121,합계,"2,983,236"
20200122,입구,"1,519,645"
20200122,출구,"1,530,821"
20200122,합계,"3,050,466"
20200123,입구,"1,543,131"
20200123,출구,"1,417,280"
20200123,합계,"2,960,411"
20200124,입구,"1,328,715"
20200124,출구,"1,150,771"
20200124,합계,"2,479,486"
20200125,입구,"1,440,113"
20200125,출구,"1,460,428"
20200125,합계,"2,900,541"
20200126,입구,"1,126,027"
20200126,출구,"1,334,949"
20200126,합계,"2,460,976"
20200127,입구,"938,153"
20200127,출구,"1,083,718"
20200127,합계,"2,021,871"
20200128,입구,"1,307,770"
20200128,출구,"1,324,168"
20200128,합계,"2,631,938"
20200129,입구,"1,396,463"
20200129,출구,"1,406,646"
20200129,합계,"2,803,109"
20200130,입구,"1,405,998"
20200130,출구,"1,425,462"
20200130,합계,"2,831,460"
20200131,입구,"1,453,491"
20200131,출구,"1,479,786"
20200131,합계,"2,933,277"
20200201,입구,"1,187,879"
20200201,출구,"1,187,981"
20200201,합계,"2,375,860"
20200202,입구,"909,204"
20200202,출구,"916,920"
20200202,합계,"1,826,124"
20200203,입구,"1,388,949"
20200203,출구,"1,381,628"
20200203,합계,"2,770,577"
20200204,입구,"1,364,439"
20200204,출구,"1,380,739"
20200204,합계,"2,745,178"
20200205,입구,"1,327,366"
20200205,출구,"1,339,539"
20200205,합계,"2,666,905"
20200206,입구,"1,357,784"
20200206,출구,"1,372,514"
20200206,합계,"2,730,298"
20200207,입구,"1,448,706"
20200207,출구,"1,472,252"
20200207,합계,"2,920,958"
20200208,입구,"1,218,686"
20200208,출구,"1,212,144"
20200208,합계,"2,430,830"
20200209,입구,"940,724"
20200209,출구,"951,199"
20200209,합계,"1,891,923"
20200210,입구,"1,403,487"
20200210,출구,"1,398,278"
20200210,합계,"2,801,765"
20200211,입구,"1,401,757"
20200211,출구,"1,421,213"
20200211,합계,"2,822,970"
20200212,입구,"1,311,218"
20200212,출구,"1,333,078"
20200212,합계,"2,644,296"
20200213,입구,"1,409,105"
20200213,출구,"1,423,159"
20200213,합계,"2,832,264"
20200214,입구,"1,508,997"
20200214,출구,"1,530,370"
20200214,합계,"3,039,367"
20200215,입구,"1,296,314"
20200215,출구,"1,296,969"
20200215,합계,"2,593,283"
20200216,입구,"894,542"
20200216,출구,"915,444"
20200216,합계,"1,809,986"
20200217,입구,"1,264,325"
20200217,출구,"1,258,124"
20200217,합계,"2,522,449"
20200218,입구,"1,370,998"
20200218,출구,"1,380,486"
20200218,합계,"2,751,484"
20200219,입구,"1,409,887"
20200219,출구,"1,429,783"
20200219,합계,"2,839,670"
20200220,입구,"1,421,416"
20200220,출구,"1,445,441"
20200220,합계,"2,866,857"
20200221,입구,"1,458,842"
20200221,출구,"1,487,589"
20200221,합계,"2,946,431"
20200222,입구,"1,185,875"
20200222,출구,"1,195,001"
20200222,합계,"2,380,876"
20200223,입구,"909,947"
20200223,출구,"921,244"
20200223,합계,"1,831,191"
20200224,입구,"1,377,543"
20200224,출구,"1,375,985"
20200224,합계,"2,753,528"
20200225,입구,"1,226,905"
20200225,출구,"1,244,208"
20200225,합계,"2,471,113"
20200226,입구,"1,349,867"
20200226,출구,"1,361,885"
20200226,합계,"2,711,752"
20200227,입구,"1,350,559"
20200227,출구,"1,367,327"
20200227,합계,"2,717,886"
20200228,입구,"1,325,288"
20200228,출구,"1,355,271"
20200228,합계,"2,680,559"
20200229,입구,"1,077,870"
20200229,출구,"1,072,686"
20200229,합계,"2,150,556"
20200301,입구,"794,743"
20200301,출구,"796,659"
20200301,합계,"1,591,402"
20200302,입구,"1,328,371"
20200302,출구,"1,314,208"
20200302,합계,"2,642,579"
20200303,입구,"1,323,735"
20200303,출구,"1,334,076"
20200303,합계,"2,657,811"
20200304,입구,"1,314,606"
20200304,출구,"1,328,652"
20200304,합계,"2,643,258"
20200305,입구,"1,336,906"
20200305,출구,"1,350,439"
20200305,합계,"2,687,345"
20200306,입구,"1,417,280"
20200306,출구,"1,436,968"
20200306,합계,"2,854,248"
20200307,입구,"1,129,331"
20200307,출구,"1,120,903"
20200307,합계,"2,250,234"
20200308,입구,"894,415"
20200308,출구,"899,960"
20200308,합계,"1,794,375"
20200309,입구,"1,377,979"
20200309,출구,"1,374,117"
20200309,합계,"2,752,096"
20200310,입구,"1,251,632"
20200310,출구,"1,265,084"
20200310,합계,"2,516,716"
20200311,입구,"1,376,385"
20200311,출구,"1,383,642"
20200311,합계,"2,760,027"
20200312,입구,"1,384,820"
20200312,출구,"1,404,296"
20200312,합계,"2,789,116"
20200313,입구,"1,447,510"
20200313,출구,"1,466,473"
20200313,합계,"2,913,983"
20200314,입구,"1,207,581"
20200314,출구,"1,198,308"
20200314,합계,"2,405,889"
20200315,입구,"904,060"
20200315,출구,"914,789"
20200315,합계,"1,818,849"
20200316,입구,"1,383,349"
20200316,출구,"1,378,282"
20200316,합계,"2,761,631"
20200317,입구,"1,360,606"
20200317,출구,"1,372,559"
20200317,합계,"2,733,165"
20200318,입구,"1,391,533"
20200318,출구,"1,409,111"
20200318,합계,"2,800,644"
20200319,입구,"1,341,196"
20200319,출구,"1,359,616"
20200319,합계,"2,700,812"
20200320,입구,"1,478,711"
20200320,출구,"1,495,562"
20200320,합계,"2,974,273"
20200321,입구,"1,240,460"
20200321,출구,"1,225,726"
20200321,합계,"2,466,186"
20200322,입구,"982,762"
20200322,출구,"1,000,818"
20200322,합계,"1,983,580"
20200323,입구,"1,411,455"
20200323,출구,"1,405,481"
20200323,합계,"2,816,936"
20200324,입구,"1,405,582"
20200324,출구,"1,414,701"
20200324,합계,"2,820,283"
20200325,입구,"1,407,558"
20200325,출구,"1,431,038"
20200325,합계,"2,838,596"
20200326,입구,"1,384,623"
20200326,출구,"1,409,700"
20200326,합계,"2,794,323"
20200327,입구,"1,453,467"
20200327,출구,"1,463,927"
20200327,합계,"2,917,394"
20200328,입구,"1,256,390"
20200328,출구,"1,234,015"
20200328,합계,"2,490,405"
20200329,입구,"993,237"
20200329,출구,"1,010,544"
20200329,합계,"2,003,781"
20200330,입구,"1,423,342"
20200330,출구,"1,425,945"
20200330,합계,"2,849,287"
20200331,입구,"1,404,430"
20200331,출구,"1,417,705"
20200331,합계,"2,822,135"
20200401,입구,"1,402,172"
20200401,출구,"1,418,013"
20200401,합계,"2,820,185"
20200402,입구,"1,414,911"
20200402,출구,"1,438,677"
20200402,합계,"2,853,588"
20200403,입구,"1,502,738"
20200403,출구,"1,511,156"
20200403,합계,"3,013,894"
20200404,입구,"1,284,096"
20200404,출구,"1,267,228"
20200404,합계,"2,551,324"
20200405,입구,"1,018,138"
20200405,출구,"1,049,883"
20200405,합계,"2,068,021"
20200406,입구,"1,423,936"
20200406,출구,"1,424,141"
20200406,합계,"2,848,077"
20200407,입구,"1,411,542"
20200407,출구,"1,434,187"
20200407,합계,"2,845,729"
20200408,입구,"1,412,031"
20200408,출구,"1,434,932"
20200408,합계,"2,846,963"
20200409,입구,"1,420,832"
20200409,출구,"1,435,052"
20200409,합계,"2,855,884"
20200410,입구,"1,512,114"
20200410,출구,"1,526,098"
20200410,합계,"3,038,212"
20200411,입구,"1,296,598"
20200411,출구,"1,281,112"
20200411,합계,"2,577,710"
20200412,입구,"1,009,916"
20200412,출구,"1,036,585"
20200412,합계,"2,046,501"
20200413,입구,"1,440,575"
20200413,출구,"1,439,251"
20200413,합계,"2,879,826"
20200414,입구,"1,493,483"
20200414,출구,"1,526,178"
20200414,합계,"3,019,661"
20200415,입구,"1,119,489"
20200415,출구,"1,119,139"
20200415,합계,"2,238,628"
20200416,입구,"1,465,258"
20200416,출구,"1,475,323"
20200416,합계,"2,940,581"
20200417,입구,"1,422,447"
20200417,출구,"1,444,137"
20200417,합계,"2,866,584"
20200418,입구,"1,328,710"
20200418,출구,"1,302,297"
20200418,합계,"2,631,007"
20200419,입구,"982,147"
20200419,출구,"1,010,390"
20200419,합계,"1,992,537"
20200420,입구,"1,434,370"
20200420,출구,"1,432,990"
20200420,합계,"2,867,360"
20200421,입구,"1,430,919"
20200421,출구,"1,441,835"
20200421,합계,"2,872,754"
20200422,입구,"1,420,923"
20200422,출구,"1,442,111"
20200422,합계,"2,863,034"
20200423,입구,"1,454,360"
20200423,출구,"1,469,071"
20200423,합계,"2,923,431"
20200424,입구,"1,532,489"
20200424,출구,"1,547,925"
20200424,합계,"3,080,414"
20200425,입구,"1,348,144"
20200425,출구,"1,331,685"
20200425,합계,"2,679,829"
20200426,입구,"1,083,763"
20200426,출구,"1,111,003"
20200426,합계,"2,194,766"
20200427,입구,"1,479,888"
20200427,출구,"1,481,311"
20200427,합계,"2,961,199"
20200428,입구,"1,500,112"
20200428,출구,"1,517,214"
20200428,합계,"3,017,326"
20200429,입구,"1,618,187"
20200429,출구,"1,598,876"
20200429,합계,"3,217,063"
20200430,입구,"1,375,607"
20200430,출구,"1,327,382"
20200430,합계,"2,702,989"
20200501,입구,"1,331,828"
20200501,출구,"1,289,780"
20200501,합계,"2,621,608"
20200502,입구,"1,317,408"
20200502,출구,"1,343,490"
20200502,합계,"2,660,898"
20200503,입구,"1,144,883"
20200503,출구,"1,243,330"
20200503,합계,"2,388,213"
20200504,입구,"1,452,269"
20200504,출구,"1,508,595"
20200504,합계,"2,960,864"
20200505,입구,"1,156,958"
20200505,출구,"1,175,550"
20200505,합계,"2,332,508"
20200506,입구,"1,491,540"
20200506,출구,"1,498,546"
20200506,합계,"2,990,086"
20200507,입구,"1,519,667"
20200507,출구,"1,537,261"
20200507,합계,"3,056,928"
20200508,입구,"1,592,418"
20200508,출구,"1,614,852"
20200508,합계,"3,207,270"
20200509,입구,"1,233,181"
20200509,출구,"1,224,974"
20200509,합계,"2,458,155"
20200510,입구,"1,112,193"
20200510,출구,"1,140,029"
20200510,합계,"2,252,222"
20200511,입구,"1,483,436"
20200511,출구,"1,492,736"
20200511,합계,"2,976,172"
20200512,입구,"1,463,180"
20200512,출구,"1,482,522"
20200512,합계,"2,945,702"
20200513,입구,"1,468,535"
20200513,출구,"1,487,251"
20200513,합계,"2,955,786"
20200514,입구,"1,499,302"
20200514,출구,"1,525,349"
20200514,합계,"3,024,651"
20200515,입구,"1,425,541"
20200515,출구,"1,445,193"
20200515,합계,"2,870,734"
20200516,입구,"1,329,081"
20200516,출구,"1,308,740"
20200516,합계,"2,637,821"
20200517,입구,"1,097,260"
20200517,출구,"1,130,515"
20200517,합계,"2,227,775"
20200518,입구,"1,419,703"
20200518,출구,"1,431,002"
20200518,합계,"2,850,705"
20200519,입구,"1,382,700"
20200519,출구,"1,397,593"
20200519,합계,"2,780,293"
20200520,입구,"1,505,343"
20200520,출구,"1,525,409"
20200520,합계,"3,030,752"
20200521,입구,"1,509,994"
20200521,출구,"1,529,735"
20200521,합계,"3,039,729"
20200522,입구,"1,580,075"
20200522,출구,"1,580,508"
20200522,합계,"3,160,583"
20200523,입구,"1,424,318"
20200523,출구,"1,404,292"
20200523,합계,"2,828,610"
20200524,입구,"1,062,603"
20200524,출구,"1,110,121"
20200524,합계,"2,172,724"
20200525,입구,"1,496,752"
20200525,출구,"1,501,244"
20200525,합계,"2,997,996"
20200526,입구,"1,476,269"
20200526,출구,"1,504,746"
20200526,합계,"2,981,015"
20200527,입구,"1,489,876"
20200527,출구,"1,503,732"
20200527,합계,"2,993,608"
20200528,입구,"1,497,729"
20200528,출구,"1,519,690"
